max_hover,scroll_reversals,scroll_sample_count,has_technical_selection,loyalty_tier,label
4.5503,4,5,1,1,loyalty_recognition
0.1559,0,0,1,0,none
0.5319,0,4,0,0,none
6.6533,2,8,0,0,none
3.9911,0,1,0,0,none
8.7593,2,9,0,1,loyalty_recognition
6.9413,5,8,0,0,price_hesitation
8.7781,0,0,1,0,technical_friction
4.6281,7,8,0,1,loyalty_recognition
9.6728,1,2,0,0,none
8.0562,3,9,1,1,loyalty_recognition
2.3493,4,8,0,0,price_hesitation
2.9004,1,10,0,0,none
6.5042,7,10,1,0,technical_friction
7.1518,1,2,0,0,none
3.7652,2,7,0,0,none
8.5203,1,2,1,1,loyalty_recognition
7.7174,1,3,0,1,loyalty_recognition
0.3742,0,1,0,0,none
3.2116,6,7,1,0,price_hesitation
6.6866,0,3,0,0,none
1.853,8,10,0,0,none
2.2402,3,4,0,0,technical_friction
3.1224,0,9,0,0,none
8.1676,0,5,1,1,loyalty_recognition
9.4991,1,9,0,0,price_hesitation
0.2635,2,3,0,0,none
4.2972,5,6,1,0,technical_friction
8.0774,0,8,0,1,loyalty_recognition
2.9241,6,9,0,1,loyalty_recognition
1.0438,4,5,0,0,none
9.7791,6,7,0,1,loyalty_recognition
1.8443,5,6,1,0,none
4.2755,0,0,0,0,none
9.3247,3,4,0,0,price_hesitation
9.0771,3,4,1,1,loyalty_recognition
8.1026,0,9,1,0,technical_friction
0.5858,0,1,0,0,technical_friction
2.5801,3,4,0,1,loyalty_recognition
5.7989,0,0,0,1,price_hesitation
7.1455,3,4,1,0,technical_friction
2.3698,4,5,0,0,price_hesitation
4.7069,0,4,1,1,loyalty_recognition
5.108,5,8,0,0,price_hesitation
7.3305,0,8,0,0,none
3.1482,0,1,0,0,none
5.6046,0,1,0,0,none
5.6934,1,2,1,0,technical_friction
3.4157,0,1,0,0,none
8.8144,2,3,0,1,loyalty_recognition
4.3142,1,2,1,0,technical_friction
5.5694,1,4,1,0,technical_friction
3.5496,6,7,0,0,technical_friction
5.8808,0,1,1,0,technical_friction
5.7983,4,6,1,0,technical_friction
2.8784,6,7,1,1,loyalty_recognition
5.3792,0,3,0,0,none
4.4482,1,2,1,1,loyalty_recognition
2.6306,1,2,0,1,loyalty_recognition
0.7435,1,2,1,0,none
9.2473,1,6,0,0,none
3.7621,2,3,1,1,loyalty_recognition
5.1631,0,3,0,0,none
6.1338,3,10,0,0,price_hesitation
7.5496,3,4,0,0,price_hesitation
1.2806,6,7,0,0,none
7.2819,0,5,1,0,technical_friction
3.2968,8,9,1,0,price_hesitation
3.315,2,3,0,0,none
2.8309,0,0,0,0,none
0.3378,0,1,0,1,none
0.8492,0,1,0,0,none
8.3025,2,9,1,0,technical_friction
0.9306,5,6,1,0,none
0.2489,2,3,0,0,none
1.6926,3,7,1,0,none
5.9873,0,0,0,0,none
7.947,7,8,1,0,technical_friction
4.2418,1,2,0,0,none
9.9574,4,10,0,0,price_hesitation
9.2784,1,2,0,0,none
9.7698,3,4,1,1,loyalty_recognition
3.4496,0,0,1,0,loyalty_recognition
8.6809,4,9,0,0,price_hesitation
8.534,4,9,0,0,technical_friction
0.5219,7,8,0,0,none
2.7774,1,2,0,0,none
3.4818,0,0,0,0,none
3.4599,3,6,0,0,price_hesitation
3.1039,0,1,0,0,none
6.4722,7,10,0,0,price_hesitation
8.5094,0,1,0,1,loyalty_recognition
3.1424,4,8,0,1,loyalty_recognition
0.6495,2,8,0,1,none
3.4145,1,9,0,0,none
8.772,2,3,0,0,none
2.7896,5,9,0,0,price_hesitation
8.3472,2,6,0,1,loyalty_recognition
7.7341,3,4,0,1,loyalty_recognition
5.8839,0,0,0,0,none
8.6933,0,0,0,0,none
6.4788,0,1,0,0,none
0.2175,7,9,0,0,none
2.6936,6,9,0,1,price_hesitation
1.6534,0,0,1,1,loyalty_recognition
3.0753,1,2,0,0,none
3.7426,2,7,1,0,none
7.6304,1,2,0,0,none
3.4687,0,10,1,0,none
4.354,4,5,0,0,price_hesitation
1.0643,0,1,0,1,loyalty_recognition
0.1222,2,5,0,0,none
6.3412,7,9,0,0,price_hesitation
2.8171,0,1,0,1,loyalty_recognition
4.257,4,10,0,1,loyalty_recognition
1.4464,6,7,0,0,none
0.7876,4,10,0,1,none
2.1521,4,6,0,0,price_hesitation
5.9908,5,10,1,1,loyalty_recognition
4.6195,3,7,0,1,loyalty_recognition
3.1534,7,10,1,0,price_hesitation
7.6687,5,6,0,0,price_hesitation
2.251,5,6,0,0,loyalty_recognition
6.531,5,6,1,1,loyalty_recognition
7.4297,6,10,0,0,price_hesitation
2.4188,1,2,0,1,loyalty_recognition
2.4486,0,1,0,0,none
4.7021,1,6,0,0,none
7.2603,3,4,0,0,price_hesitation
5.7981,0,1,0,0,none
4.8259,1,4,1,0,technical_friction
4.4467,4,7,0,0,price_hesitation
4.7528,4,7,1,0,technical_friction
7.4546,6,8,0,0,price_hesitation
0.6475,2,3,1,1,none
9.063,3,8,0,0,price_hesitation
5.2295,2,3,0,1,loyalty_recognition
6.0914,4,8,1,1,none
6.3391,2,3,1,1,loyalty_recognition
9.0499,3,7,0,0,technical_friction
8.6726,2,3,1,0,none
3.1921,7,8,0,1,loyalty_recognition
6.0953,2,9,1,1,loyalty_recognition
2.6286,3,4,1,0,price_hesitation
9.3999,0,0,0,0,none
9.7499,0,4,0,1,technical_friction
3.8241,7,8,0,0,technical_friction
7.0649,2,3,0,0,none
1.1103,1,2,1,0,none
5.7409,1,8,0,0,none
3.1396,4,5,0,1,loyalty_recognition
1.4027,6,10,0,0,none
5.5829,0,1,1,0,technical_friction
4.6845,3,10,0,0,price_hesitation
8.894,4,6,1,0,technical_friction
7.6993,5,9,0,0,price_hesitation
2.301,2,3,1,0,technical_friction
1.2311,0,6,0,0,none
0.9285,1,2,0,0,none
6.0485,4,5,1,0,technical_friction
1.0007,4,5,0,0,none
0.4537,2,3,0,1,none
6.6095,4,5,0,0,price_hesitation
6.2531,3,4,1,1,loyalty_recognition
5.252,1,2,1,0,technical_friction
9.8337,7,8,1,0,technical_friction
8.0545,1,2,0,0,none
2.2622,1,2,1,0,none
4.2202,2,10,0,0,none
1.8775,6,9,0,1,loyalty_recognition
2.6286,4,5,0,0,price_hesitation
9.8431,0,1,1,0,technical_friction
1.4171,3,10,0,1,loyalty_recognition
6.3431,3,9,0,0,price_hesitation
9.3814,0,0,1,0,technical_friction
3.1161,1,9,1,0,none
0.7053,2,4,0,1,none
6.3676,4,8,0,0,price_hesitation
9.4949,0,0,0,0,none
6.269,2,6,0,0,none
8.4997,6,7,0,0,price_hesitation
2.2139,4,6,1,0,price_hesitation
9.6673,2,3,0,0,none
5.7334,0,8,0,0,none
8.019,4,7,0,0,price_hesitation
6.4829,5,6,0,1,loyalty_recognition
1.8619,3,6,1,0,none
5.6049,7,8,1,0,technical_friction
5.7011,0,1,0,0,none
6.6752,0,4,0,0,price_hesitation
0.1242,0,3,0,0,none
1.8606,6,8,0,0,none
7.0243,2,8,1,0,technical_friction
2.2396,0,4,0,0,none
6.5028,4,5,0,1,loyalty_recognition
9.4275,3,6,0,0,price_hesitation
3.1446,0,0,0,0,none
1.1968,0,1,0,0,none
6.0153,1,2,1,0,technical_friction
5.74,6,10,0,0,price_hesitation
5.2387,0,0,0,1,loyalty_recognition
3.7315,0,2,0,0,none
9.0515,5,9,0,0,price_hesitation
8.1436,0,7,0,0,none
1.6739,0,1,1,1,loyalty_recognition
4.5467,8,10,0,0,price_hesitation
5.1984,5,10,0,0,price_hesitation
4.841,4,6,0,0,price_hesitation
5.3429,0,0,0,0,none
5.3776,6,10,0,0,price_hesitation
9.2431,0,0,0,0,none
3.3075,1,2,0,0,none
6.2176,3,4,0,0,none
8.4263,2,3,1,1,loyalty_recognition
1.1438,1,2,1,0,none
6.9502,3,4,1,0,technical_friction
9.9556,6,7,1,1,loyalty_recognition
2.1043,0,5,0,0,none
3.9131,1,2,0,1,loyalty_recognition
8.7134,0,1,0,0,technical_friction
3.1755,0,1,0,0,none
9.328,0,5,1,1,loyalty_recognition
2.2452,0,10,0,1,loyalty_recognition
9.8798,6,7,0,1,loyalty_recognition
7.1069,3,8,0,1,loyalty_recognition
5.2994,2,3,0,0,none
6.44,2,3,1,1,loyalty_recognition
1.5672,5,6,0,0,none
1.5068,4,5,1,0,none
8.526,4,5,1,1,loyalty_recognition
9.0082,1,2,0,0,none
6.9986,3,4,0,0,price_hesitation
0.1995,4,5,0,1,none
3.9362,1,2,0,0,none
7.8658,4,5,1,0,technical_friction
1.6688,3,10,0,0,technical_friction
3.8067,6,7,0,0,none
4.4987,1,10,0,0,none
7.2311,1,5,1,0,technical_friction
1.3871,0,1,1,0,none
2.3308,0,0,0,0,price_hesitation
1.9264,2,3,0,1,loyalty_recognition
1.9772,1,2,0,1,none
7.5629,2,3,0,0,none
2.4077,0,0,1,1,loyalty_recognition
0.6162,5,7,0,1,none
7.2715,4,5,0,0,price_hesitation
3.2437,5,6,0,0,price_hesitation
9.0536,1,2,1,1,loyalty_recognition
3.9223,3,4,1,1,loyalty_recognition
9.6144,0,1,0,0,none
4.9423,2,3,0,0,none
1.2943,3,4,0,0,none
6.8828,4,5,0,0,price_hesitation
6.0939,2,3,0,0,none
4.9094,4,9,1,0,technical_friction
3.2004,4,5,1,0,price_hesitation
8.527,3,4,1,0,technical_friction
3.8202,1,2,0,1,loyalty_recognition
2.8476,2,9,1,1,loyalty_recognition
7.6053,4,10,1,0,technical_friction
0.8116,1,5,0,0,none
7.6276,3,4,1,0,technical_friction
8.7048,5,8,1,0,price_hesitation
7.0182,5,9,0,0,price_hesitation
6.5046,0,7,0,0,none
7.5976,3,4,0,0,price_hesitation
8.6036,2,3,0,0,none
7.95,3,10,1,1,loyalty_recognition
7.4185,1,5,1,0,technical_friction
8.0056,1,3,0,0,loyalty_recognition
1.1259,2,3,0,0,none
1.5329,0,1,0,1,loyalty_recognition
4.1242,0,0,0,0,none
8.7638,3,4,1,0,technical_friction
8.57,7,8,0,0,price_hesitation
3.7211,4,5,1,0,price_hesitation
7.537,2,10,0,0,none
1.1188,7,8,1,1,loyalty_recognition
7.4983,0,1,0,0,loyalty_recognition
1.8833,0,0,0,0,none
9.1584,3,4,0,0,price_hesitation
7.7607,0,1,1,0,technical_friction
4.03,4,9,1,0,technical_friction
0.9801,5,9,0,0,none
4.6928,4,5,0,0,price_hesitation
1.8123,3,4,0,0,price_hesitation
6.0112,1,6,0,0,none
0.4387,1,2,1,0,none
9.4804,0,1,1,1,loyalty_recognition
0.2368,5,7,0,0,none
4.7463,3,8,0,0,price_hesitation
5.8212,0,1,1,1,loyalty_recognition
3.9071,0,5,0,1,loyalty_recognition
2.4368,3,7,1,0,price_hesitation
7.6052,6,7,0,1,loyalty_recognition
3.9078,3,9,0,1,loyalty_recognition
1.4556,0,10,0,0,none
6.8845,2,8,0,1,loyalty_recognition
9.0581,2,3,1,0,technical_friction
7.6831,1,2,1,0,technical_friction
5.2011,0,1,0,1,none
1.8308,7,10,0,0,none
8.2116,6,8,1,1,loyalty_recognition
5.3522,1,2,0,0,none
6.2436,3,4,0,1,loyalty_recognition
2.1987,3,6,0,1,technical_friction
9.1763,1,4,1,0,technical_friction
4.0853,6,7,1,0,technical_friction
3.7296,0,1,1,0,none
2.7414,3,4,0,0,price_hesitation
3.8097,6,7,0,0,price_hesitation
9.7916,0,5,0,1,loyalty_recognition
4.531,2,4,0,0,none
0.5215,2,10,1,0,none
3.6893,1,2,0,1,loyalty_recognition
5.1325,0,0,0,1,none
1.3495,0,0,1,1,loyalty_recognition
8.6169,4,5,0,0,price_hesitation
7.5426,7,8,0,0,price_hesitation
4.1241,4,6,0,0,price_hesitation
1.4232,2,3,1,0,none
9.4773,1,10,1,1,technical_friction
3.3145,3,4,1,0,price_hesitation
4.0341,7,9,1,0,technical_friction
1.9633,6,9,1,1,loyalty_recognition
7.2724,0,1,0,0,none
0.7997,5,7,0,0,none
2.453,0,0,0,0,none
5.0884,6,7,1,0,technical_friction
3.9985,5,9,1,1,loyalty_recognition
9.2784,3,6,0,0,price_hesitation
0.0849,6,8,0,1,none
0.4043,3,4,1,0,none
2.6733,3,4,1,0,price_hesitation
6.8903,0,0,0,0,none
6.9491,5,7,0,0,price_hesitation
9.9823,1,2,0,0,none
4.3533,0,1,0,0,technical_friction
6.5618,2,5,0,0,none
3.2358,1,2,0,0,none
9.5429,1,6,0,0,none
7.7086,5,10,0,0,price_hesitation
4.3494,0,0,0,0,none
2.9019,0,7,1,1,loyalty_recognition
9.2309,3,9,0,0,price_hesitation
0.4776,0,1,0,0,none
8.6855,4,10,0,0,price_hesitation
4.7986,0,1,0,0,none
2.5709,1,2,1,1,loyalty_recognition
5.4868,0,1,0,0,none
2.3955,2,4,1,0,none
3.5626,0,1,1,0,none
0.1823,1,9,0,1,none
4.0246,1,2,0,0,none
8.3451,6,7,0,0,price_hesitation
3.1517,1,7,1,1,loyalty_recognition
7.8615,5,10,1,0,technical_friction
4.0687,0,0,1,0,technical_friction
8.695,1,8,0,1,loyalty_recognition
7.5484,0,1,0,0,none
6.579,0,1,0,1,loyalty_recognition
6.579,0,4,1,1,loyalty_recognition
4.0599,0,1,1,0,technical_friction
3.3406,1,2,0,1,loyalty_recognition
8.6383,3,8,0,1,loyalty_recognition
9.7372,4,6,1,0,technical_friction
8.1445,1,9,0,1,loyalty_recognition
7.1724,0,0,1,1,loyalty_recognition
1.4438,1,10,0,0,none
9.4914,0,6,1,0,technical_friction
2.8721,3,4,1,0,price_hesitation
2.7562,6,7,1,0,price_hesitation
6.8991,3,4,0,0,loyalty_recognition
9.3137,8,9,0,0,price_hesitation
8.4191,5,9,1,0,technical_friction
4.1074,0,0,0,0,none
7.3862,0,1,0,1,loyalty_recognition
0.9686,0,4,0,0,none
9.2357,1,9,1,0,technical_friction
4.1181,1,5,1,0,technical_friction
1.6429,0,1,0,1,loyalty_recognition
0.452,1,2,0,1,none
1.3452,0,1,0,0,none
4.3182,0,1,0,1,technical_friction
6.8444,1,6,1,1,loyalty_recognition
6.7714,5,9,0,1,loyalty_recognition
9.2725,1,9,0,1,loyalty_recognition
2.4048,0,0,0,0,none
0.7417,7,8,1,0,none
4.2212,8,10,1,0,technical_friction
4.3898,5,8,1,0,technical_friction
6.0035,8,9,0,0,price_hesitation
3.6147,4,8,0,0,price_hesitation
5.5254,0,0,1,1,none
4.1018,8,9,0,0,price_hesitation
5.4748,6,7,0,1,loyalty_recognition
6.695,3,4,1,1,loyalty_recognition
9.6077,1,4,0,1,loyalty_recognition
8.6627,0,0,0,1,loyalty_recognition
6.7575,4,5,0,0,price_hesitation
8.1472,0,8,0,0,none
0.6153,0,5,1,0,none
1.9433,4,8,0,0,none
2.411,0,1,0,1,loyalty_recognition
0.3921,0,6,0,0,none
5.0068,5,6,0,0,price_hesitation
6.884,4,5,0,0,price_hesitation
8.8588,0,1,0,0,none
5.7503,0,1,1,1,loyalty_recognition
0.2638,1,2,1,0,none
0.735,4,7,1,0,none
9.3559,5,6,0,0,price_hesitation
2.0318,5,6,0,1,loyalty_recognition
3.558,5,6,0,0,price_hesitation
5.5453,7,8,0,0,price_hesitation
0.4749,1,5,0,0,none
5.9785,6,9,0,0,price_hesitation
0.2127,4,8,0,0,none
0.5477,0,9,0,0,none
5.1999,2,3,0,0,none
8.1877,0,4,0,0,none
3.4134,2,8,0,0,none
5.6179,1,6,0,0,none
7.7722,5,6,1,0,technical_friction
6.0039,1,6,0,1,loyalty_recognition
8.5445,0,0,0,1,technical_friction
6.4829,0,1,0,1,loyalty_recognition
4.0779,1,2,1,0,technical_friction
3.6836,4,10,1,0,price_hesitation
8.7245,7,10,0,0,price_hesitation
4.0131,6,7,0,0,price_hesitation
5.4611,4,5,1,1,loyalty_recognition
2.9402,0,0,0,0,none
0.529,3,7,0,0,none
6.3906,6,7,0,1,loyalty_recognition
2.4303,0,1,1,0,none
2.2891,0,7,0,0,none
4.9646,5,6,0,1,loyalty_recognition
3.9336,5,10,1,0,price_hesitation
5.5753,4,8,1,0,technical_friction
4.3315,4,9,0,0,price_hesitation
6.9528,1,7,0,1,loyalty_recognition
3.8045,0,1,0,0,none
4.9247,2,8,0,0,none
3.1825,0,8,0,1,loyalty_recognition
6.1954,7,10,0,1,price_hesitation
1.331,4,8,0,0,none
4.833,4,5,1,0,technical_friction
5.0448,6,8,0,1,loyalty_recognition
8.9387,1,9,0,1,loyalty_recognition
0.8821,3,4,1,0,price_hesitation
9.5062,0,1,0,0,none
6.2077,1,2,1,0,technical_friction
5.2921,0,1,0,1,loyalty_recognition
4.7801,3,4,1,0,technical_friction
7.7586,0,6,0,0,none
7.061,5,8,0,0,price_hesitation
9.6763,5,6,1,0,technical_friction
8.2582,0,1,0,1,loyalty_recognition
0.3379,2,3,0,1,none
5.8643,2,7,0,0,none
3.6629,2,8,0,0,none
6.0658,0,10,0,0,none
4.0403,0,1,1,1,loyalty_recognition
2.6034,4,5,0,0,price_hesitation
5.538,0,1,1,0,technical_friction
6.4542,1,2,0,1,loyalty_recognition
9.6662,0,0,1,1,technical_friction
9.5519,3,9,0,0,price_hesitation
2.4452,8,9,1,0,price_hesitation
1.8046,6,7,1,0,none
5.1894,1,2,1,0,technical_friction
7.9059,0,0,1,1,loyalty_recognition
0.4447,7,8,0,0,technical_friction
8.1361,0,0,1,0,technical_friction
2.3629,1,6,0,0,none
9.2854,0,1,0,0,none
9.4183,0,5,1,1,loyalty_recognition
5.7655,1,7,1,0,technical_friction
7.004,6,7,0,0,price_hesitation
7.4258,7,8,0,1,loyalty_recognition
1.4963,2,4,1,0,none
6.6492,1,2,0,0,loyalty_recognition
9.6768,1,6,0,0,none
7.7636,2,3,1,0,technical_friction
1.3033,0,0,0,0,none
7.7852,0,0,0,0,none
4.2246,2,5,0,0,none
5.9081,3,6,1,0,technical_friction
7.1033,0,4,1,1,loyalty_recognition
6.3984,4,5,0,0,price_hesitation
1.3686,3,4,0,1,loyalty_recognition
2.2985,6,7,1,0,price_hesitation
7.043,1,7,1,1,loyalty_recognition
9.5389,4,7,1,0,price_hesitation
4.9617,1,3,0,0,none
9.3874,3,4,0,0,price_hesitation
9.7982,5,6,0,0,price_hesitation
2.6269,2,3,0,0,none
3.1667,0,2,1,0,none
5.9793,6,7,0,0,technical_friction
2.1628,0,4,0,0,none
6.8888,4,8,0,0,price_hesitation
5.4055,1,2,1,1,loyalty_recognition
2.5949,1,8,1,0,none
0.2241,7,8,0,0,none
9.7252,4,5,0,0,price_hesitation
3.8025,0,1,0,1,loyalty_recognition
1.5783,4,7,0,0,none
5.8884,1,3,1,0,technical_friction
5.5185,2,3,0,0,none
4.6024,6,10,1,0,technical_friction
3.8594,1,2,0,1,loyalty_recognition
5.0253,3,9,1,0,technical_friction
6.2324,0,1,1,1,none
7.5669,2,3,0,0,none
7.1971,0,0,1,1,loyalty_recognition
9.1835,4,5,0,0,price_hesitation
6.5029,2,3,1,0,technical_friction
7.4752,2,8,0,0,none
4.4285,5,6,0,1,loyalty_recognition
3.9583,8,9,0,0,price_hesitation
2.464,0,6,0,1,technical_friction
2.0714,3,5,0,0,price_hesitation
5.724,1,2,0,0,none
6.8241,3,4,0,0,price_hesitation
8.6518,6,7,1,0,technical_friction
1.8433,5,6,0,1,loyalty_recognition
9.6328,6,7,0,0,price_hesitation
8.1529,3,4,0,0,price_hesitation
9.9164,1,2,0,1,loyalty_recognition
0.1362,3,4,1,0,none
2.5123,5,7,1,0,price_hesitation
5.5749,2,3,1,0,technical_friction
6.5282,3,4,1,1,loyalty_recognition
7.6975,7,9,0,0,price_hesitation
8.9774,0,5,0,1,loyalty_recognition
6.3534,0,0,0,0,none
2.2954,7,8,0,0,price_hesitation
2.541,5,10,1,0,price_hesitation
5.9576,1,2,0,0,none
4.2558,8,9,0,1,loyalty_recognition
7.1047,1,2,1,1,loyalty_recognition
2.3547,1,9,1,1,loyalty_recognition
5.5705,2,3,1,1,loyalty_recognition
5.2202,6,7,0,1,loyalty_recognition
2.3523,4,8,0,0,price_hesitation
9.8244,1,5,1,1,loyalty_recognition
2.7895,4,5,0,1,loyalty_recognition
2.9909,0,1,0,0,none
0.0159,6,7,1,0,none
5.6747,6,9,1,0,technical_friction
8.4389,7,9,0,1,loyalty_recognition
7.6105,5,9,0,0,price_hesitation
6.7297,8,10,1,1,loyalty_recognition
8.2331,4,5,0,0,price_hesitation
7.1031,0,0,1,0,loyalty_recognition
9.2534,4,5,1,1,loyalty_recognition
2.8,0,0,0,0,none
9.1241,2,8,1,0,loyalty_recognition
7.863,0,8,1,0,technical_friction
8.8011,3,5,0,0,price_hesitation
9.5698,1,4,0,0,none
5.6749,6,7,0,0,price_hesitation
1.4125,3,7,0,0,none
4.6827,3,4,0,0,price_hesitation
8.6204,6,8,1,0,technical_friction
4.0589,1,2,1,0,technical_friction
3.9347,5,7,0,0,price_hesitation
7.3062,1,10,0,1,loyalty_recognition
6.8674,1,2,0,0,none
2.6805,0,1,0,0,none
9.0112,5,9,0,1,loyalty_recognition
4.4015,5,9,1,0,technical_friction
0.6576,0,0,1,0,none
2.1623,0,4,1,0,none
0.4561,4,9,1,0,none
0.457,1,6,1,0,none
0.7369,5,6,0,1,none
9.6318,3,5,1,0,price_hesitation
9.8537,4,5,1,0,technical_friction
2.1884,2,3,1,1,loyalty_recognition
0.4639,0,3,0,0,none
8.864,0,1,0,0,none
0.065,5,10,0,0,none
7.9734,1,2,0,0,none
6.949,0,2,0,1,loyalty_recognition
7.5193,0,0,1,0,none
1.6825,2,10,1,0,none
5.8854,4,5,0,0,price_hesitation
6.9936,1,3,0,0,none
9.6144,0,4,0,0,none
2.1375,3,4,1,0,technical_friction
2.1142,1,2,0,1,loyalty_recognition
7.011,2,10,0,0,none
3.7293,0,3,0,0,none
3.9587,0,0,1,0,none
2.3081,6,7,0,0,price_hesitation
2.9854,0,9,0,1,loyalty_recognition
1.622,1,9,0,1,loyalty_recognition
8.7701,0,0,1,0,technical_friction
1.5297,8,9,0,0,none
4.5362,1,2,0,0,none
2.1644,2,6,0,0,none
5.338,1,7,0,0,none
5.5971,2,3,0,0,none
2.3585,2,3,0,0,none
5.29,0,6,0,0,none
4.5353,4,9,0,0,price_hesitation
4.3091,2,4,1,0,technical_friction
3.0635,0,1,1,0,loyalty_recognition
3.7122,5,6,1,0,price_hesitation
8.1364,0,0,0,0,none
2.4781,1,2,0,0,none
4.5281,3,6,0,0,price_hesitation
9.3192,0,1,0,0,loyalty_recognition
3.1834,2,3,0,0,none
2.6706,7,10,1,0,price_hesitation
9.1103,0,10,0,0,none
4.8384,2,10,0,1,price_hesitation
0.8684,0,2,1,1,none
7.7557,0,2,0,1,loyalty_recognition
3.4397,4,5,0,0,price_hesitation
5.2221,2,9,1,0,technical_friction
4.5911,2,8,0,0,none
8.4532,3,8,0,0,price_hesitation
4.0254,2,3,0,0,none
0.1689,0,1,1,1,none
7.4057,1,2,1,0,technical_friction
9.929,3,5,0,1,loyalty_recognition
2.7578,0,3,0,0,none
3.2396,0,0,1,0,none
4.0129,0,0,0,0,none
2.2924,5,7,0,0,price_hesitation
0.7202,5,9,1,0,none
9.7639,0,10,1,0,technical_friction
5.6653,6,7,1,0,technical_friction
9.5914,8,9,0,0,price_hesitation
1.4473,1,2,0,0,none
9.9319,7,9,0,0,price_hesitation
8.1622,5,6,0,0,price_hesitation
5.6505,2,9,0,0,technical_friction
5.2902,6,7,0,0,price_hesitation
9.421,3,4,1,0,technical_friction
8.3378,3,4,0,0,price_hesitation
1.7134,0,3,0,0,technical_friction
5.7562,7,8,0,0,price_hesitation
7.8437,4,5,0,0,price_hesitation
1.4838,3,9,0,0,none
3.3738,7,10,0,0,price_hesitation
8.2881,1,2,1,1,loyalty_recognition
6.5602,0,0,1,0,technical_friction
5.7945,6,8,0,0,loyalty_recognition
2.8605,4,7,1,1,loyalty_recognition
4.2212,2,5,0,0,none
0.1624,4,5,0,1,none
9.009,5,7,0,1,loyalty_recognition
2.3083,8,9,0,0,price_hesitation
6.6192,1,2,1,0,technical_friction
8.831,1,7,0,0,none
0.5005,4,5,1,0,none
9.5579,4,5,0,0,price_hesitation
1.2999,0,1,1,0,none
3.4666,6,8,0,0,technical_friction
5.9818,0,1,1,1,loyalty_recognition
7.4844,2,3,0,1,loyalty_recognition
3.205,3,4,0,1,loyalty_recognition
8.3351,3,4,0,0,price_hesitation
6.8312,5,8,1,0,technical_friction
2.3317,1,2,0,0,price_hesitation
0.1754,0,1,1,1,none
6.5412,2,9,1,0,technical_friction
6.4575,1,2,0,0,none
6.235,0,0,1,1,loyalty_recognition
7.2385,2,3,0,1,loyalty_recognition
1.5184,1,2,0,0,none
8.6973,6,8,0,0,price_hesitation
3.8827,8,9,0,0,technical_friction
6.1052,2,6,1,1,loyalty_recognition
9.3766,1,9,1,0,technical_friction
0.199,2,3,0,1,none
1.6129,3,5,0,1,none
7.0978,4,5,0,0,price_hesitation
9.3356,2,3,0,0,none
0.833,1,5,0,0,none
1.0866,0,1,1,0,none
7.169,1,2,0,0,none
7.3717,0,1,0,0,none
0.1978,6,7,0,0,none
6.9479,4,5,0,0,loyalty_recognition
3.7687,5,6,0,1,loyalty_recognition
6.0234,6,10,0,1,loyalty_recognition
5.6244,7,8,1,0,technical_friction
5.1899,5,10,1,0,technical_friction
8.3569,0,0,0,0,none
0.3908,4,6,0,0,none
8.7493,0,0,0,0,none
5.4086,2,3,1,0,technical_friction
9.6013,0,5,1,1,loyalty_recognition
5.9644,3,10,1,0,technical_friction
9.1398,0,0,0,1,loyalty_recognition
8.7819,0,0,1,0,technical_friction
4.2773,0,1,1,0,technical_friction
1.3153,0,9,0,0,none
3.2361,4,5,0,1,loyalty_recognition
4.3958,0,0,0,0,none
3.888,4,8,0,0,price_hesitation
7.2865,1,3,1,0,technical_friction
1.8483,0,1,0,0,none
1.4319,6,7,1,0,none
3.1263,1,6,0,0,none
5.9929,3,4,0,0,price_hesitation
8.5317,1,4,0,0,none
2.8938,3,9,1,1,loyalty_recognition
4.2712,0,0,0,0,none
1.7508,1,8,0,1,price_hesitation
3.2671,3,10,0,0,price_hesitation
9.3352,6,9,0,1,loyalty_recognition
5.3227,5,8,0,0,price_hesitation
9.3788,4,8,0,0,none
5.199,1,8,0,1,none
5.2882,2,3,0,0,none
7.9481,2,3,0,0,none
2.0992,5,8,0,0,price_hesitation
9.6607,2,9,0,0,none
5.0459,0,0,0,1,loyalty_recognition
8.3613,3,5,1,0,technical_friction
5.7351,4,7,1,0,technical_friction
3.2774,1,2,1,0,none
5.3093,2,3,0,1,price_hesitation
2.0899,0,3,0,0,none
4.302,4,5,0,1,loyalty_recognition
2.461,0,10,0,0,none
1.7709,0,1,0,0,none
0.7654,0,1,0,0,none
8.7219,4,10,0,0,price_hesitation
2.633,3,4,0,0,price_hesitation
4.953,0,4,0,1,loyalty_recognition
8.7117,1,5,0,1,loyalty_recognition
8.8827,0,0,0,0,none
9.8512,0,1,0,0,none
0.3511,3,4,0,0,none
2.2244,2,3,0,0,technical_friction
9.1314,3,5,0,0,price_hesitation
0.6782,1,2,0,0,none
2.6853,1,4,1,0,none
3.7123,2,3,0,1,none
2.7705,0,7,0,0,none
4.9601,2,4,1,1,loyalty_recognition
0.3545,3,4,0,1,loyalty_recognition
9.3425,0,2,1,0,technical_friction
7.2144,0,1,1,0,technical_friction
4.6485,5,9,1,1,loyalty_recognition
8.13,0,9,0,0,none
1.1187,1,7,0,0,none
7.5958,2,4,1,1,loyalty_recognition
1.4192,0,10,0,0,none
4.7032,0,1,0,0,none
6.7713,3,4,0,0,price_hesitation
9.3014,1,9,1,0,technical_friction
2.1389,0,6,0,0,none
9.7672,0,1,0,0,none
3.0078,0,0,0,0,none
5.2909,2,3,0,0,none
